SNo,Date,Price,Open,High,Low,Vol.,Change %
1581,7/7/2020,239.25,241.56,243.43,234.92,6260000,-0.95
1582,7/8/2020,246.99,239.26,248.76,238,12980000,3.24
1583,7/9/2020,242.02,246.93,247.63,238.28,9020000,-2.01
1584,7/10/2020,241.26,242.01,242.17,236.19,6840000,-0.32
1585,7/11/2020,239.2,241.21,241.64,237.76,6420000,-0.85
1586,7/12/2020,242.75,239.2,243.79,236.91,6810000,1.48
1587,7/13/2020,239.73,242.84,245.04,237.71,8320000,-1.24
1588,7/14/2020,240.5,239.75,242.08,237.21,7070000,0.32
1589,7/15/2020,238.62,240.49,241.36,237.04,7350000,-0.78
1590,7/16/2020,233.65,238.62,239.47,230.44,6630000,-2.08
1591,7/17/2020,232.75,233.65,234.53,231.84,5880000,-0.39
1592,7/18/2020,235.75,232.77,236.83,232.4,5790000,1.29
1593,7/19/2020,239.01,235.72,239.7,233.35,6610000,1.38
1594,7/20/2020,236.1,239.03,239.71,234.51,5360000,-1.22
1595,7/21/2020,245.53,236.1,246.49,235.67,6290000,3.99
1596,7/22/2020,263.28,245.54,266.42,241.89,6680000,7.23
1597,7/23/2020,275.34,263.29,279.53,260.7,8790000,4.58
1598,7/24/2020,279.33,275.33,287.01,268.54,7170000,1.45
1599,7/25/2020,305.32,279.33,308.57,279.33,8590000,9.3
1600,7/26/2020,311.13,305.32,318.54,300.33,9190000,1.9
1601,7/27/2020,321.8,311.12,332.57,311.04,13730000,3.43
1602,7/28/2020,316.96,321.82,326.53,306.4,9910000,-1.5
1603,7/29/2020,317.82,316.95,324.93,312.64,8720000,0.27
1604,7/30/2020,334.87,317.79,341.11,314.83,9070000,5.36
1605,7/31/2020,346.51,334.84,349.34,329.02,8690000,3.48
1606,8/1/2020,387.14,346.48,392.37,343.33,11030000,11.73
1607,8/2/2020,372.08,387.15,415.08,335.76,16380000,-3.89
1608,8/3/2020,385.8,372.26,397.73,368.46,9920000,3.69
1609,8/4/2020,389.62,385.86,402.01,381.3,9840000,0.99
1610,8/5/2020,400.79,389.62,406.92,384.84,8740000,2.87
1611,8/6/2020,394.83,400.8,403.18,391.67,7920000,-1.49
1612,8/7/2020,379.57,394.8,398.14,366.44,8340000,-3.86
